ID,Unnamed,Player,Team,Age,Height,Weight,Position,Goals,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,FatigueInjuryCorrelation,PressurePerformanceImpact,EffectiveTraining,Season
30,29,Player D,Team B,25,171.52847873792425,115.27152947564502,Goalkeeper,25,6.0,5,4,99.59829121768138,6.937714290675011,39,1,20,8,0.0464504127199977,94,3,11.93145236289154,0.0465291608854346,0.0384615384615384,554.0579971779389,2020
31,30,Player A,Team C,37,188.85165043833382,88.07950048016453,Forward,21,17.0,6,3,88.21922684528215,7.366318666355508,25,6,21,7,0.6075448519014384,10,4,17.824790222480864,6.953678348188955,2.0,755.0167432393403,2020
32,31,Player A,Team C,31,181.78125171618032,78.14289025250177,Midfielder,9,15.0,4,0,89.62968871591761,14.58529003019732,99,8,6,1,0.1705241236872915,26,9,11.975662303374367,0.0,7.9,244.66635146603448,2022
33,32,Player D,Team B,29,179.08065639467733,103.00166377887638,Goalkeeper,0,7.0,4,0,117.12457060391245,5.204040883495347,44,3,18,6,0.0650515929852795,91,0,14.91226375189759,6.506969991047501,0.9047619047619048,216.6507697692641,2019
34,33,Player B,Team B,39,181.06518489686363,57.24046166541336,Forward,11,15.0,3,4,59.61127211699995,8.634346649628178,29,2,11,6,0.9488855372533332,8,1,5.362111656835005,3.25790992425034,1.9166666666666667,299.64251034345284,2019
35,34,Player B,Team B,38,187.9286181397789,66.18059572938739,Midfielder,14,18.0,7,3,107.80679991343354,5.388125049904416,63,5,29,1,0.9656320330745594,8,3,8.747974140790502,1.972911029360272,5.133333333333334,593.2966110155483,2022
36,35,Player A,Team B,35,184.9508876260341,77.59193182084543,Defender,50,14.0,6,4,80.71389239102844,6.915693391464655,72,7,13,7,0.8083973481164611,60,7,11.54403920063884,0.2095816121241076,4.166666666666667,95.08385604557026,2019
37,36,Player D,Team A,28,185.54426899144823,61.90748174084532,Midfielder,0,0.0,9,1,84.33548989896931,14.33136286760815,87,7,12,5,0.3046137691733707,72,9,14.459465707312448,0.8100973680511718,0.6842105263157895,485.1644976737443,2019
38,37,Player A,Team B,25,178.77739448616177,84.64381233436623,Midfielder,29,0.0,1,1,78.43527336438243,6.495627763326034,37,7,4,5,0.0976721140063838,34,3,7.572817820797677,0.0,2.8666666666666667,278.6957377950411,2020
39,38,Player A,Team A,19,188.8129166591424,82.99577089910434,Forward,0,0.0,1,1,88.0926296252868,11.007853084529618,17,4,11,4,0.6842330265121569,16,2,16.46827196405735,0.0,2.9528787878787877,85.64163065073501,2022
40,39,Player C,Team C,32,181.17742962165107,116.93814386191669,Midfielder,25,14.0,5,0,106.62200036746307,8.469450738347065,8,12,7,7,0.4401524937396013,13,2,10.46607059204356,0.1412095264806656,0.5,770.7923346592708,2020
41,40,Player C,Team B,26,175.8195630473428,80.36095180271845,Defender,0,0.0,0,4,63.729517823234566,11.330481223434576,85,10,5,9,0.1220382348447788,87,4,17.261529038508264,7.002849449764515,6.127337820932273,148.99859520495997,2019
42,41,Player C,Team A,36,178.79275035671913,104.99387630015984,Defender,0,0.0,6,0,72.47480184926249,13.521428585391416,55,12,17,8,0.4951769101112702,76,2,6.469536355926009,0.3258859453691256,6.127337820932273,380.0458217550488,2020
43,42,Player B,Team B,37,184.4157546657621,88.07950048016453,Goalkeeper,19,17.0,7,1,61.34697406175307,7.865444103738795,37,11,6,4,0.0343885211152183,91,7,15.19634881523558,0.942641477230092,2.35,556.9449196041152,2020
44,43,Player D,Team C,25,179.3997843143119,105.08273976109544,Defender,26,15.0,9,3,62.595975897201114,5.786231321344739,20,5,18,0,0.909320402078782,22,4,9.399924998097651,2.9462284112817967,0.6666666666666666,302.2122479566269,2019
45,44,Player D,Team C,36,186.8697936190993,64.60673371581143,Goalkeeper,0,0.0,7,3,76.73657439330896,7.04179891363218,70,11,14,5,0.2587799816000169,96,6,16.93074761183927,4.731417741997298,6.127337820932273,283.6473999868356,2021
46,45,Player D,Team C,22,162.9898361454526,84.7220925977481,Defender,20,2.0,2,4,50.262977621558754,9.390902134735413,11,12,9,0,0.662522284353982,27,7,11.03255640563616,3.347755456783865,2.619047619047619,259.42152659646405,2021
47,46,Player D,Team B,28,178.42739893928535,74.3417847607148,Midfielder,18,0.0,6,3,93.68776609510093,10.15063862049679,35,1,8,4,0.3117110760894109,64,4,14.980244483953497,1.011548256973434,3.473684210526316,207.39049231413884,2021
48,47,Player C,Team B,32,195.6329652604251,77.32693232082609,Goalkeeper,27,12.0,0,1,97.7793566497256,14.418952720779773,10,5,19,5,0.5200680211778108,2,7,19.0145790295471,5.7030210748189365,1.0714285714285714,753.6639538851192,2020
49,48,Player B,Team A,25,163.77849703204348,75.25647783720258,Defender,18,11.0,2,4,60.11562275433708,5.161019783286869,66,13,15,2,0.5467102793432796,97,2,5.309399480206466,1.380165027309072,3.0526315789473686,487.0217152704452,2021
50,49,Player B,Team C,36,199.5550284855017,107.84514471225027,Midfielder,3,8.0,5,4,92.11163636271318,12.576270731099868,26,12,26,0,0.184854455525527,26,6,5.1667517350156045,0.7309535412019448,6.127337820932273,215.19116183605504,2019
51,50,Player C,Team B,25,197.96277574581688,81.64973385857132,Midfielder,27,1.0,8,1,98.66432258674772,5.725097358486809,62,4,19,1,0.9695846277645586,92,7,16.5541887826507,2.5012989175027665,0.5714285714285714,186.2605274345744,2021
52,51,Player B,Team C,36,163.13097922919502,86.65860325712816,Goalkeeper,19,8.0,4,1,66.34870616824895,5.779221053270395,70,2,3,2,0.7751328233611146,83,6,14.695895772621173,0.684445286244838,2.2,517.9687989856204,2019
53,52,Player C,Team C,35,217.77695164057167,86.52785800836124,Forward,4,7.0,4,1,59.25284142992803,11.54132291779806,65,7,9,2,0.9394989415641892,69,1,9.394695807566489,1.7890359726569351,9.2,128.33820801712417,2020
54,53,Player D,Team A,27,174.5253036103785,54.19854905340616,Midfielder,6,0.0,8,1,115.3370656763444,14.089325566760174,73,3,9,1,0.8948273504276488,97,7,12.415950541613936,1.5803159624700522,12.571428571428571,145.88913720470126,2020
55,54,Player C,Team A,24,193.7883666830345,84.15703478535241,Midfielder,3,12.0,8,4,98.78445700565825,7.876963341451503,66,13,7,5,0.5978999788110851,84,5,5.629034983983031,0.657712007200569,8.0,158.85531766336112,2019
56,55,Player D,Team A,26,176.73533350853086,104.18431948622812,Forward,10,1.0,5,3,63.798032096724114,7.693061789154317,80,1,0,6,0.9218742350231168,30,9,7.886684080418611,2.5742430112037207,2.5454545454545454,142.74243618376536,2021
57,56,Player D,Team A,18,177.63420450810062,116.82923207797155,Goalkeeper,22,0.0,4,1,87.10146333794832,11.177118237859396,64,10,2,4,0.0884925020519195,8,2,11.367445617907512,4.751644763609071,3.652173913043478,590.1492627720612,2019
58,57,Player A,Team C,36,178.79275035671913,92.80721162303416,Defender,24,5.0,9,2,80.86767408154074,12.762808308635655,33,2,23,6,0.1959828624191452,38,3,17.510666243322234,3.035934533312502,3.68,325.3599437485875,2019
59,58,Player C,Team A,22,190.9790967710393,66.76253456741267,Defender,0,0.0,1,4,84.22553565451301,13.689591197249948,76,1,11,2,0.045227288910538,61,6,12.195007742901272,5.325239617101471,11.666666666666666,275.4016516639266,2022
60,59,Player A,Team A,36,178.79275035671913,110.71828792571972,Midfielder,4,2.0,7,0,103.19026046874644,7.497061485849797,77,1,6,4,0.3253303307632643,81,2,13.79543756788968,0.904592906442384,6.127337820932273,63.40032197617237,2019
61,60,Player C,Team A,18,183.72623982108536,72.89697657800555,Forward,19,13.0,7,3,84.30721120184913,12.4019917910108,80,2,21,2,0.388677289689482,65,0,18.106306879906708,0.2600540177026345,0.2,294.0074916055285,2022
62,61,Player C,Team A,32,167.46931976389484,73.03439718306367,Midfielder,14,0.0,6,4,67.11206185385416,8.072120904941325,33,12,22,3,0.2713490317738959,67,5,9.63228370383268,3.022706045149638,2.8,556.4605763708114,2019
63,62,Player A,Team C,33,173.83798071452813,91.87357149625254,Goalkeeper,0,0.0,7,1,65.57501133045614,10.448119202902252,63,6,0,5,0.8287375091519293,46,2,15.51048981653084,0.2979561868481649,3.32,226.78208850071982,2021
64,63,Player A,Team A,24,173.91874664620866,62.84940356839361,Midfielder,20,7.0,2,2,71.42332722801928,6.9085247129408405,16,9,23,3,0.3567533266935893,90,9,17.9250088801738,2.2465451448580276,2.333333333333333,400.9016013050794,2019
65,64,Player C,Team C,29,179.08065639467733,79.94420364208744,Defender,0,0.0,2,0,69.9709015370344,6.460020240830737,50,13,19,3,0.2809345096873807,95,5,8.039235510442651,2.2465451448580276,4.601452282157676,161.25064356034792,2019
66,65,Player B,Team B,25,173.36545647504693,79.1642295083588,Forward,0,19.0,1,3,96.91355176750082,14.353035501338375,55,0,0,6,0.5426960831582485,72,9,10.347172477217487,2.904260636773192,5.333333333333333,629.9537062190866,2021
67,66,Player D,Team C,22,164.2944447380267,74.75465041980772,Goalkeeper,15,14.0,0,1,103.19494845404084,10.471992504045613,88,9,3,5,0.1409242249747626,43,2,19.697152608340325,2.0946878962010294,0.0625,553.6347141100861,2021
68,67,Player A,Team C,27,165.82514954101805,86.74140526039076,Midfielder,0,0.0,2,4,54.28830686081444,5.045895469930553,93,5,17,0,0.8021969807540397,59,5,19.748278471943166,1.6129508240228116,9.534121212121212,188.3029266688099,2019
69,68,Player D,Team A,38,161.3375194224439,91.97481008482764,Defender,9,17.0,2,4,96.91492661638048,12.93436544114628,47,10,4,7,0.0745506436797708,46,3,8.348448954409069,3.475430023710156,4.7,272.4793335745329,2022
70,69,Player B,Team B,22,178.80996341315017,89.66672176251151,Midfielder,0,0.0,6,3,54.0214104282069,11.908701320313588,99,0,0,0,0.9868869366005172,72,3,5.996687583389422,2.582419765377921,10.485888888888889,207.3220169827011,2022
71,70,Player B,Team B,34,198.1779077941196,119.09818458259795,Defender,22,5.0,9,2,87.6829938638718,8.258828045774965,61,2,0,8,0.7722447692966574,35,9,9.063824169650792,4.184084989196632,2.652173913043478,408.0601878483099,2019
72,71,Player B,Team B,22,164.62700894592467,71.54246616254741,Forward,0,16.0,8,1,115.1151963875093,9.639642824923234,55,11,4,3,0.1987156815341724,39,9,10.965979359555307,6.879411243614943,0.8316831683168316,380.0458217550488,2021
73,72,Player A,Team B,39,197.85057972012328,58.84983590085197,Goalkeeper,16,12.0,0,3,77.57392702568058,9.498794973126158,10,3,17,6,0.0055221171236023,92,1,11.615084013967454,5.978028761037368,5.294117647058823,552.780155254892,2021
74,73,Player B,Team C,32,189.3344605892837,89.13883846742277,Midfielder,23,16.0,7,3,67.63430989315529,7.747696952085246,84,12,8,4,0.8154614284548342,51,3,14.282094609956356,0.136541472350569,2.333333333333333,285.37207587852873,2022
75,74,Player A,Team B,30,170.82245160475446,109.55462678414774,Goalkeeper,0,15.0,0,4,96.54548432900688,14.80557040097345,19,7,9,9,0.7068573438476171,4,3,18.492541401973195,2.9497490452615835,3.2666666666666666,485.0722999954564,2019
76,75,Player B,Team C,18,185.8111102129425,67.99043625557026,Forward,29,16.0,2,3,98.02531944201044,10.438850827298886,92,1,6,2,0.7290071680409873,80,6,9.955220178607435,1.8244912548777088,0.1950207468879668,380.0458217550488,2020
77,76,Player D,Team C,28,193.06910593585127,78.49643693106138,Defender,0,0.0,3,0,66.53813470672085,13.97279440952669,67,14,14,7,0.7712703466859457,77,4,17.749768032488127,0.9395825708079528,3.0,67.33613260178313,2020
78,77,Player D,Team C,18,164.27679457519287,116.82923207797155,Forward,24,15.0,7,0,93.42120720002876,10.853553856617433,33,6,13,9,0.0740446517340903,84,7,6.402183813899404,0.6071611532103061,2.88,526.474069346588,2020
79,78,Player C,Team B,28,180.19017294262167,77.16946847690994,Forward,0,5.0,0,1,83.92644259379928,11.901831235685057,41,2,3,1,0.3584657285442726,51,6,5.628120484598221,0.0,10.431896551724138,188.99300208349544,2020
80,79,Player D,Team A,35,187.8836455304304,96.16431197613562,Goalkeeper,0,7.0,1,3,63.72456864494555,5.295424434770871,40,0,13,9,0.1158690595251297,5,9,12.56067774685192,3.9886013277954566,4.666666666666667,141.317851459246,2021
81,80,Player C,Team A,35,183.47281780294256,52.91222633487249,Forward,14,0.0,4,4,97.07163405373625,10.118185493943871,61,5,6,2,0.8631034258755935,55,8,5.894933349959073,2.0537960555148467,3.2,97.58585105733826,2020
82,81,Player D,Team B,38,193.3111628409318,100.5033957913812,Midfielder,29,0.0,5,1,53.15345563166348,12.212767828882392,16,1,7,4,0.6232981268275579,20,7,10.887347018513452,4.029485881536225,0.1631205673758865,380.0458217550488,2019
83,82,Player A,Team A,33,162.89086836045405,95.4054227132664,Defender,29,14.0,4,2,65.89711495984795,6.21863038238032,11,12,23,4,0.3308980248526492,24,8,18.45167175303852,0.2446601951874722,6.571428571428571,258.76362893607296,2022
84,83,Player D,Team A,30,187.62804157996663,89.13883846742277,Forward,2,4.0,2,4,69.81308053574308,11.783249625348516,67,2,7,4,0.0635583502860236,36,0,8.6222455431121,2.840020056219337,6.333333333333333,51.75230619788279,2022
85,84,Player C,Team C,24,181.3611092153887,107.9369794898436,Midfielder,13,19.0,9,2,94.76248320365464,5.84272226933333,40,13,27,6,0.3109823217156622,34,9,15.589636626873547,0.2858680204848451,6.857142857142857,211.9091004001922,2021
86,85,Player C,Team C,18,175.16643455919774,81.58507192948774,Defender,29,14.0,6,1,51.92165132097578,13.070229178088349,13,5,4,7,0.325183322026747,54,2,9.535480885851005,1.3046861597440054,1.6666666666666667,375.3218131163269,2021
87,86,Player B,Team B,33,173.61099928936125,60.43628241377734,Goalkeeper,8,9.0,0,0,94.48884509241626,14.77783840176275,3,2,22,7,0.7296061783380641,34,4,5.673800828632034,0.8168574120460156,6.222222222222222,249.78238566117875,2020
88,87,Player A,Team B,18,184.8333053109677,118.95236915041718,Defender,2,4.0,1,4,82.95514717422404,11.267346011792528,97,11,10,2,0.6375574713552131,83,8,13.35035872115464,2.319406702380445,6.127337820932273,97.49812642717792,2020
89,88,Player D,Team A,34,181.74227204287735,89.13883846742277,Goalkeeper,5,2.0,8,4,63.75114155732548,5.770778927831909,81,4,22,7,0.8872127425763265,17,7,17.522802358051276,0.1264541500742573,11.166666666666666,75.86313668840846,2019
90,89,Player B,Team C,23,179.8470370440446,103.99195432575098,Defender,19,5.0,3,1,57.72391299333884,10.86753449498431,76,13,1,9,0.4722149251619493,5,9,11.142026725139292,0.0,0.05,190.3720036142144,2022
91,90,Player D,Team B,19,192.9889265630768,78.80581220294474,Forward,8,14.0,7,4,76.84619599596141,12.408630797975825,73,2,14,1,0.1195942459383017,89,6,14.259407396871303,2.2769615325235755,7.0,433.2212894218106,2019
92,91,Player D,Team B,34,188.85165043833382,62.86920088225085,Goalkeeper,0,0.0,8,4,66.81378810374248,14.330959962247755,13,11,18,3,0.713244787222995,18,1,18.500353964865887,0.0,6.127337820932273,196.11999501825585,2022
93,92,Player B,Team B,23,164.09577851172708,115.89878269929508,Goalkeeper,29,0.0,6,1,51.42982352024108,5.454586918052208,8,6,26,1,0.7607850486168974,55,5,16.845417691054816,0.0,5.555555555555555,236.4445151716349,2021
94,93,Player B,Team B,31,162.46022945834554,87.26457885619973,Goalkeeper,11,9.0,0,3,77.55503382067712,12.75042308812731,42,6,17,4,0.5612771975694962,53,3,7.90814599089229,0.0,1.75,340.5624917199316,2021
95,94,Player B,Team B,35,217.77695164057167,109.66488222712395,Forward,3,3.0,4,1,54.10907573987525,6.3258170690357485,19,11,14,2,0.770967179954561,50,4,16.00075939047509,4.53621622632791,6.127337820932273,60.32611993665924,2022
96,95,Player B,Team B,23,175.2060056783068,73.94665040315981,Forward,25,10.0,5,4,90.50881779072016,12.905863772293106,0,0,18,9,0.4937955963643907,72,4,12.52839537740228,3.4574853517125046,1.4615384615384617,497.7441551218385,2019
97,96,Player B,Team A,27,173.48951003343367,77.04555322945748,Defender,0,19.0,7,1,54.42628261140516,13.88710285872585,92,5,24,9,0.5227328293819941,91,3,16.189502118291273,2.7496730971617085,0.1589403973509933,380.0458217550488,2020
98,97,Player D,Team C,35,188.7174809449028,118.98783364718274,Defender,40,6.0,9,4,79.75393888121312,13.612428314330243,80,12,6,2,0.4275410183585496,79,3,12.417733257833271,0.5256181726468754,0.2439024390243902,380.0458217550488,2022
99,98,Player B,Team C,26,189.71286006339463,86.52831339463948,Forward,26,14.0,7,2,71.72758960896063,11.5287315745739,71,12,3,4,0.0254191267440951,45,3,6.919372461624542,5.878725212936836,1.851851851851852,322.86076394643305,2020
100,99,Player A,Team B,25,162.0341587533496,59.84867967025224,Forward,28,0.0,8,2,77.81008310585347,10.007656288003105,16,14,13,3,0.1078914269933044,13,1,13.548641700338589,3.5686835536658776,1.4827586206896552,202.7283479796865,2022
101,100,Player C,Team C,27,168.8449305155606,65.37722745962952,Goalkeeper,16,0.0,8,0,51.975394506036295,13.745867124007209,84,2,7,5,0.0314291856867342,16,0,12.382009885960098,5.33704253032659,2.9411764705882355,112.06384977842231,2022
102,101,Player B,Team C,34,170.970474006356,83.73609955749046,Defender,29,11.0,3,1,60.19162237690366,10.190712602536172,88,6,28,4,0.6364104112637804,86,1,12.768826004621626,0.4249805243712118,3.2333333333333334,753.2866397551749,2019
103,102,Player B,Team C,23,181.9044793657124,52.9729637341888,Defender,0,0.0,5,1,59.97505920024835,6.901111279774918,19,0,22,9,0.3143559810763267,84,6,18.183536804688053,0.8226765741092358,3.5870629370629366,380.0458217550488,2020
104,103,Player D,Team B,31,165.780608956278,82.37737897648103,Goalkeeper,5,5.0,2,2,79.9485307345266,14.428330321042347,58,9,9,4,0.5085706911647028,13,0,18.42255570059377,0.5209373931842484,4.5,138.40642488997946,2022
105,104,Player B,Team B,39,165.35764877600002,79.32585894560893,Goalkeeper,25,17.0,0,2,63.18177663176907,8.732906598769134,88,2,12,2,0.907566473926093,20,5,11.803056601485777,0.4006048076478867,3.230769230769231,380.0458217550488,2020
106,105,Player B,Team C,39,181.06518489686363,104.55353857236408,Goalkeeper,28,0.0,5,2,64.9116464048581,11.243490281584346,84,11,5,3,0.2492922291488749,66,3,11.835980619201326,3.146691897959629,2.7586206896551726,380.0458217550488,2020
107,106,Player B,Team C,23,192.16811629191125,74.84593751424693,Midfielder,14,5.0,0,0,50.91765361492522,6.991458079941903,12,9,3,2,0.4103829230356297,99,1,12.72780438308924,0.8018410266062428,4.133333333333334,223.7602651771319,2021
108,107,Player D,Team B,24,167.2261960836468,118.77841330777196,Midfielder,0,14.0,8,0,92.0272417639676,6.10539635991561,76,1,4,2,0.7555511385430487,47,2,12.793839175013854,0.0,6.127337820932273,188.91079306668627,2019
109,108,Player B,Team A,29,176.26271231621965,125.30778870212644,Forward,12,18.0,5,3,98.57740985604178,10.510384502187822,46,13,9,9,0.2287981654916224,19,6,19.25580716268669,1.7277524579465653,6.769230769230769,182.77829474999243,2019
110,109,Player C,Team C,20,180.4165022051513,91.36906794776944,Defender,15,4.0,0,1,85.16309966540891,10.54594549833534,49,7,23,8,0.0769799098287929,45,5,14.741007010662402,1.0257316733930912,5.25,164.66766330516094,2020
111,110,Player D,Team A,31,191.6401629626163,78.14289025250177,Goalkeeper,1,0.0,2,0,70.15801050020063,8.697423395011974,93,7,12,9,0.289751452913768,37,5,9.16185492331916,0.7222538902823181,6.127337820932273,65.1768038514453,2019
112,111,Player C,Team C,39,180.40851665912487,101.37047887957874,Goalkeeper,28,0.0,0,4,56.10054709601708,8.117385326417182,76,10,18,5,0.1612212872540044,54,7,12.973051954309849,0.334460157493174,2.689655172413793,307.3134977198546,2019
113,112,Player D,Team A,36,165.11398947973868,119.632758164338,Defender,29,0.0,1,1,74.58959572017639,8.74173487534935,39,13,10,9,0.9296976523425732,6,7,14.408353743619744,2.038445761507658,0.8666666666666667,350.2266247434672,2021
114,113,Player B,Team A,33,189.55968252624976,107.33970464261424,Midfielder,29,11.0,5,3,72.86608616550379,12.951455998625017,6,8,27,1,0.808120379564417,14,5,14.596575815209468,0.6970566209864484,0.5248618784530387,380.0458217550488,2019
115,114,Player C,Team A,24,175.87551912899676,88.89924785042109,Defender,22,0.0,6,2,70.99381544683521,8.577347919252333,54,12,18,0,0.6334037565104235,4,0,13.77881339357274,3.148235121183973,0.8260869565217391,283.99763954463367,2019
116,115,Player D,Team B,25,170.5169699052859,83.93189501797843,Forward,1,6.0,0,3,68.91517906005205,14.213726736551695,50,8,4,2,0.8714605901877177,86,9,7.66604231932306,5.010487115446629,4.0,100.17596417046052,2022
